,fullname,team,birthdate,country,height,weight,rider_url
1474,Brad Evans,noteam,1992-05-08,New Zealand,1.78,70.0,brad-evans
1475,Brenton Jones,Delko Marseille Provence,1991-12-12,Australia,1.82,79.0,brenton-jones
1476,Peter Koning,EvoPro Racing,1990-12-03,Netherlands,1.9,77.0,peter-koning
1477,Cameron Peterson,noteam,1983-12-04,Australia,1.8,67.0,cameron-peterson
1478,Samuel Spokes,noteam,1992-04-16,Australia,1.81,63.0,samuel-spokes
1479,Jayde Julius,ProTouch,1993-08-27,South Africa,0.0,0.0,jayde-julius
1480,Giacomo Berlato,noteam,1992-02-05,Italy,1.69,60.0,giacomo-berlato
1481,Alessandro Bisolti,Androni Giocattoli - Sidermec,1985-03-07,Italy,1.75,58.0,alessandro-bisolti
1482,Didier Chaparro,Orgullo Paisa,1987-07-07,Colombia,1.65,54.0,didier-chaparro
1483,Iuri Filosi,Delko Marseille Provence,1992-01-17,Italy,1.84,70.0,iuri-filosi
1484,Eduard-Michael Grosu,Delko Marseille Provence,1992-09-04,Romania,1.73,67.0,eduard-michael-grosu
1485,Manabu Ishibashi,Team Bridgestone Cycling,1992-11-30,Japan,1.77,68.0,manabu-ishibashi
1486,Shiki Kuroeda,Team Bridgestone Cycling,1992-01-08,Japan,0.0,0.0,shiki-kuroeda
1487,Nicolas Marini,Tianyoude Hotel Cycling Team,1993-07-29,Italy,1.72,72.0,nicolas-marini
1488,Antonio Nibali,Bahrain Merida,1992-09-23,Italy,1.8,65.0,antonio-nibali
1489,Emanuele Onesti,Giotti Victoria - Palomar,1995-06-21,Italy,1.84,71.0,emanuele-onesti
1490,Genki Yamamoto,Kinan Cycling Team,1991-11-19,Japan,1.63,62.0,genki-yamamoto
1491,Jesper Asselman,Roompot - Charles,1990-03-12,Netherlands,1.84,69.0,jesper-asselman
1492,Berden de Vries,noteam,1989-03-10,Netherlands,1.86,70.0,berden-de-vries
1493,Huub Duijn,Roompot - Charles,1984-09-01,Netherlands,1.84,73.0,huub-duijn
1494,Dylan Groenewegen,Team Jumbo-Visma,1993-06-21,Netherlands,1.77,70.0,dylan-groenewegen
1495,Tim Kerkhof,noteam,1993-11-13,Netherlands,1.9,76.0,tim-kerkhof
1496,André Looij,Taiyuan Miogee Cycling Team,1995-05-25,Netherlands,1.77,75.0,andre-looij
1497,Mike Terpstra,noteam,1987-04-24,Netherlands,1.89,64.0,mike-terpstra
1498,Etienne van Empel,Neri Sottoli - Selle Italia - KTM,1994-04-14,Netherlands,1.86,64.0,etienne-van-empel
1499,Sjoerd van Ginneken,Roompot - Charles,1992-11-06,Netherlands,1.85,72.0,sjoerd-van-ginneken
1500,Brian van Goethem,Lotto Soudal,1991-04-16,Netherlands,1.86,77.0,brian-van-goethem
1501,Ildar Arslanov,Gazprom-RusVelo,1994-04-06,Russia,1.85,63.0,ildar-arslanov
1502,Alexander Evtushenko,noteam,1993-06-30,Russia,1.85,72.0,alexander-evtushenko
1503,Aleksandr Komin,noteam,1995-04-12,Russia,1.83,63.0,aleksandr-komin
1504,Alexey Kurbatov,noteam,1994-05-09,Russia,1.85,73.0,alexey-kurbatov
1505,Roman Kustadinchev,D'Amico - UM Tools ,1995-08-03,Russia,1.84,66.0,roman-kustadinchev
1506,Artem Nych,Gazprom-RusVelo,1995-03-21,Russia,1.93,74.0,artem-nych
1507,Mamyr Stash,Gazprom-RusVelo,1993-05-04,Russia,1.86,77.0,mamyr-stash
1508,Julen Amezqueta,Caja Rural - Seguros RGA,1993-08-12,Spain,1.74,63.0,julen-amezqueta
1509,Liam Bertazzo,Neri Sottoli - Selle Italia - KTM,1992-02-17,Italy,1.8,75.0,liam-bertazzo
1510,Matteo Busato,Androni Giocattoli - Sidermec,1987-12-20,Italy,1.79,67.0,matteo-busato
1511,Jakub Mareczko,CCC Team,1994-04-30,Italy,1.69,68.0,jakub-mareczko
1512,Cristián Rodríguez,Caja Rural - Seguros RGA,1995-03-03,Spain,1.77,60.0,cristian-rodriguez
1513,Eugert Zhupa,EvoPro Racing,1990-04-04,Albania,1.83,78.0,eugert-zhupa
1514,Félix Alejandro Barón,Team Illuminate,1991-11-07,Colombia,0.0,0.0,felix-alejandro-baron
1515,Alex Cano,Coldeportes Zenu,1983-03-13,Colombia,0.0,0.0,alex-cano-ardila
1516,Jorge Camilo Castiblanco,Team Illuminate,1987-11-24,Colombia,0.0,0.0,camilo-jorge-castiblanco
1517,Daniel Felipe Martínez,EF Education First,1996-04-25,Colombia,1.74,63.0,daniel-felipe-martinez
1518,Juan Sebastián Molano,UAE-Team Emirates,1994-11-04,Colombia,1.8,72.0,juan-sebastian-molano
1519,Wálter Fernando Pedraza,GW - Shimano,1981-11-27,Colombia,0.0,0.0,walter-fernando-pedraza-morales
1520,Carlos Mario Ramirez,EPM,1994-10-26,Colombia,0.0,0.0,carlos-mario-ramirez
1521,Brayan Steven Ramirez,Coldeportes Zenu,1992-11-20,Colombia,0.0,0.0,brayan-stiven-ramirez-chacon
1522,Thomas Boudat,Team Total Direct Energie,1994-02-24,France,1.75,67.0,thomas-boudat
1523,Romain Guyot,noteam,1992-10-09,France,0.0,0.0,romain-guyot
1524,Simon Sellier,Team Total Direct Energie,1995-01-04,France,0.0,0.0,simon-sellier
1525,Guillaume Thevenot,noteam,1993-09-13,France,1.89,69.0,guillaume-thevenot
1526,Corentin Cherhal,noteam,1994-01-19,France,1.75,60.0,corentin-cherhal
1527,Gerd De Keijzer,noteam,1994-01-18,Netherlands,1.83,72.6,gerd-de-keijzer
1528,James Glasspool,noteam,1991-06-08,Australia,1.77,73.9,james-glasspool
1529,Brian Kamstra,Team Novo Nordisk,1993-07-05,Netherlands,1.84,65.0,brian-kamstra
1530,Simon Strobel,noteam,1986-10-08,Germany,1.76,71.0,simon-strobel
1531,Amaury Capiot,Sport Vlaanderen - Baloise,1993-06-25,Belgium,1.87,69.0,amaury-capiot
1532,Floris De Tier,Team Jumbo-Visma,1992-01-20,Belgium,1.72,59.0,floris-de-tier
1533,Bert Van Lerberghe,"Cofidis, Solutions Crédits",1992-09-29,Belgium,1.9,84.0,bert-van-lerberghe
1534,Jef Van Meirhaeghe,noteam,1992-01-21,Belgium,1.78,71.0,jef-van-meirhaeghe
1535,Jens Wallays,noteam,1992-09-15,Belgium,1.76,64.0,jens-wallays
1536,Tanner Putt,Arapahoe - Hincapie p/b BMC,1992-04-21,United States,1.78,75.0,tanner-putt
1537,Romain Barroso,noteam,1993-01-18,France,0.0,0.0,romain-barroso
1538,Kevin Callebaut,noteam,1991-10-16,Belgium,0.0,0.0,kevin-callebaut
1539,Tom Devriendt,Wanty - Gobert Cycling Team,1991-10-29,Belgium,1.76,70.0,tom-devriendt
1540,Boris Dron,noteam,1988-03-17,Belgium,1.83,72.0,boris-dron
1541,Robin Stenuit,noteam,1990-06-16,Belgium,1.85,77.0,robin-stenuit
1542,Benoît Cosnefroy,AG2R La Mondiale,1995-10-17,France,1.76,64.0,benoit-cosnefroy
1543,Etienne Fabre,noteam,1996-08-05,France,0.0,0.0,etienne-fabre
1544,Rémy Rochas,Delko Marseille Provence,1996-05-18,France,1.64,51.0,remy-rochas
1545,Zhandos Bizhigitov,Astana Pro Team,1991-06-10,Kazakhstan,1.93,76.0,zhandos-bizhigitov
1546,Nurbolat Kulimbetov,noteam,1992-05-09,Kazakhstan,0.0,0.0,nurbolat-kulimbetov
1547,Dias Omirzakov,noteam,1992-07-13,Kazakhstan,0.0,0.0,dias-omirzakov
1548,Artyom Zakharov,Astana Pro Team,1991-10-27,Kazakhstan,1.8,70.0,artyom-zakharov
1549,Taylor Eisenhart,Arapahoe - Hincapie p/b BMC,1994-06-14,United States,0.0,0.0,taylor-eisenhart
1550,Fabian Lienhard,IAM Excelsior,1993-09-03,Switzerland,0.0,0.0,fabian-lienhard
1551,Patrick Bevin,CCC Team,1991-02-15,New Zealand,1.8,75.0,patrick-bevin
1552,Jonathan Dibben,Madison Genesis ,1994-02-12,Great Britain,1.9,78.0,jonathan-dibben
1553,Toms Skujiņš,Trek - Segafredo,1991-06-15,Latvia,1.78,70.0,toms-skujins
1554,Michael Woods,EF Education First,1986-10-12,Canada,1.75,64.0,michael-woods
1555,Adrien Costa,noteam,1997-08-19,United States,1.83,0.0,adrien-costa
1556,Laurens De Plus,Team Jumbo-Visma,1995-09-04,Belgium,1.89,67.0,laurens-de-plus
1557,Iván García Cortina,Bahrain Merida,1995-11-20,Spain,1.83,77.0,ivan-garcia-cortina
1558,Hamish Schreurs,Israel Cycling Academy,1994-01-23,New Zealand,1.79,69.0,hamish-schreurs
1559,František Sisr,Elkov - Author Cycling Team,1993-03-17,Czech Republic,1.8,71.0,frantisek-sisr
1560,Odd Christian Eiking,Wanty - Gobert Cycling Team,1994-12-28,Norway,1.8,65.0,odd-christian-eiking
1561,David Gaudu,Groupama - FDJ,1996-10-10,France,1.73,53.0,david-gaudu
1562,Daniel Hoelgaard,Groupama - FDJ,1993-07-01,Norway,1.83,77.0,daniel-hoelgaard
1563,Jérémy Maison,Team Arkéa Samsic,1993-07-21,France,1.8,61.0,jeremy-maison
1564,Léo Vincent,Groupama - FDJ,1995-11-06,France,1.77,62.0,leo-vincent
1565,Fausto Masnada,Androni Giocattoli - Sidermec,1993-11-06,Italy,1.81,65.0,fausto-masnada
1566,Simone Petilli,UAE-Team Emirates,1993-05-04,Italy,1.78,63.0,simone-petilli
1567,Oliviero Troia,UAE-Team Emirates,1994-09-01,Italy,1.91,72.0,oliviero-troia
1568,Kevin Deltombe,Sport Vlaanderen - Baloise,1994-02-27,Belgium,1.78,66.0,kevin-deltombe
1569,Michael Goolaerts,noteam,1994-07-24,Belgium,1.86,80.0,michael-goolaerts
1570,James Shaw,SwiftCarbon Pro Cycling,1996-06-13,Great Britain,1.79,63.0,james-shaw
1571,King Lok Cheung,HKSI Pro Cycling Team,1991-02-08,Hongkong,1.72,59.0,king-lok-cheung
1572,Alex Edmondson,Mitchelton-Scott,1993-12-22,Australia,0.0,0.0,alexander-edmondson
1573,Robert Power,Team Sunweb,1995-05-11,Australia,1.84,68.0,robert-power
1574,Nick Schultz,Mitchelton-Scott,1994-09-13,Australia,1.8,68.0,nick-schultz
1575,Mekseb Debesay,Bike Aid,1991-06-16,Eritrea,1.82,64.0,mekseb-debesay
1576,Metkel Eyob,Terengganu Cycling Team,1993-09-04,Eritrea,0.0,0.0,metkel-eyob
1577,Amanuel Ghebreigzabhier,Team Dimension Data,1994-08-17,Eritrea,1.87,0.0,amanuel-ghebreigzabhier
1578,Ryan Gibbons,Team Dimension Data,1994-08-13,South Africa,1.81,0.0,ryan-gibbons
1579,Jochem Hoekstra,noteam,1992-10-21,Netherlands,0.0,0.0,jochem-hoekstra
1580,Max Kanter,Team Sunweb,1997-10-22,Germany,1.76,68.0,max-kanter
1581,Søren Kragh Andersen,Team Sunweb,1994-08-10,Denmark,1.78,73.0,soren-kragh-andersen
1582,Sindre Lunke,Riwal Readynez Cycling Team,1993-04-17,Norway,0.0,0.0,sindre-skjoestad-lunke
1583,Sam Oomen,Team Sunweb,1995-08-15,Netherlands,0.0,0.0,sam-oomen
1584,Matvey Mamykin,China Continental Team of Gansu Bank,1994-10-31,Russia,1.79,62.0,matvey-mamykin
1585,Zhi Hui Jiang,Mitchelton - BikeExchange,1994-03-03,China,0.0,0.0,zhi-hui-jiang
1586,Primož Roglič,Team Jumbo-Visma,1989-10-29,Slovenia,1.77,65.0,primoz-roglic
1587,Alexey Vermeulen,noteam,1994-12-16,United States,1.78,62.0,alexey-vermeulen
1588,Owain Doull,Team INEOS,1993-05-02,Great Britain,1.81,71.0,owain-doull
1589,Gianni Moscon,Team INEOS,1994-04-20,Italy,1.82,70.0,gianni-moscon
1590,Davide Ballerini,Astana Pro Team,1994-09-21,Italy,1.83,78.0,davide-ballerini
1591,Erik Baška,BORA - hansgrohe,1994-01-12,Slovakia,1.82,74.0,erik-baska
1592,Lorenzo Fortunato,Neri Sottoli - Selle Italia - KTM,1996-05-09,Italy,1.7,60.0,lorenzo-fortunato
1593,Andrea Montagnoli,noteam,1995-07-27,Italy,0.0,0.0,andrea-montagnoli
1594,Piet Allegaert,Sport Vlaanderen - Baloise,1995-01-20,Belgium,1.81,70.0,piet-allegaert
1595,Jacopo Mosca,Trek - Segafredo,1993-08-29,Italy,0.0,0.0,jacopo-mosca
1596,Jose Luis Rodriguez,noteam,1994-06-01,Chile,0.0,0.0,jose-luis-rodriguez
1597,Egan Bernal,Team INEOS,1997-01-13,Colombia,1.74,60.0,egan-bernal
1598,Raffaello Bonusi,noteam,1992-01-31,Italy,0.0,0.0,raffaello-bonusi
1599,Mattia De Marchi,noteam,1991-06-03,Italy,1.74,63.0,mattia-de-marchi
1600,Rino Gasparrini,noteam,1992-04-08,Italy,0.0,0.0,rino-gasparrini
1601,Giulio Ciccone,Trek - Segafredo,1994-12-20,Italy,1.76,58.0,giulio-ciccone
1602,Mirco Maestri,Bardiani - CSF,1991-10-26,Italy,0.0,0.0,mirco-maestri
1603,Lorenzo Rota,Bardiani - CSF,1995-05-23,Italy,1.72,59.0,lorenzo-rota
1604,Simone Velasco,Neri Sottoli - Selle Italia - KTM,1995-12-02,Italy,0.0,0.0,simone-velasco
1605,Silvio Herklotz,noteam,1994-05-06,Germany,1.9,68.0,silvio-herklotz
1606,Iker Azkarate,noteam,1994-04-20,Spain,0.0,0.0,iker-azkarate
1607,Alberto Gallego,noteam,1990-11-25,Spain,0.0,0.0,alberto-gallego
1608,Domingos Gonçalves,Caja Rural - Seguros RGA,1989-02-13,Portugal,1.84,70.0,domingos-goncalves
1609,Jon Irisarri,Caja Rural - Seguros RGA,1995-11-09,Spain,1.75,66.0,jon-irisarri
1610,Jonathan Lastra,Caja Rural - Seguros RGA,1993-06-03,Spain,1.72,64.0,jonathan-lastra
1611,Josu Zabala,UD Oliveirense/InOutbuild,1993-04-11,Spain,1.7,61.0,josu-zabala
1612,Alan Banaszek,Caja Rural - Seguros RGA,1997-10-30,Poland,1.77,69.0,alan-banaszek
1613,Víctor de la Parte,CCC Team,1986-06-22,Spain,1.81,64.0,victor-de-la-parte
1614,Dorian Godon,AG2R La Mondiale,1996-05-25,France,1.89,73.0,dorian-godon
1615,Mathias Le Turnier,"Cofidis, Solutions Crédits",1995-03-14,France,1.8,65.0,mathias-le-turnier
1616,Anthony Perez,"Cofidis, Solutions Crédits",1991-04-22,France,1.9,70.0,anthony-perez
1617,Mikel Aristi,Euskadi Basque Country - Murias,1993-05-28,Spain,1.8,72.0,mikel-aristi
1618,Romain Combaud,Delko Marseille Provence,1991-04-01,France,1.75,64.0,romain-combaud
1619,Lucas De Rossi,Delko Marseille Provence,1995-08-16,France,0.0,0.0,lucas-de-rossi
1620,Daniel Diaz,Equipo Continental Municipalidad de Pocito,1989-07-07,Argentina,1.7,61.0,daniel-diaz
1621,Delio Fernández,Delko Marseille Provence,1986-02-17,Spain,1.78,69.0,delio-fernandez
1622,Fredrik Strand Galta,noteam,1992-10-19,Norway,1.92,78.0,fredrik-strand-galta
1623,Benjamin Giraud,noteam,1986-01-23,France,1.76,71.0,benjamin-giraud
1624,Asbjørn Kragh Andersen,Team Sunweb,1992-04-09,Denmark,1.82,72.0,asbjorn-kragh-andersen
1625,Martin Laas,Team Illuminate,1993-09-15,Estonia,1.76,72.0,martin-laas
1626,Sofiane Mérignat,noteam,1997-04-29,France,0.0,0.0,sofiane-merignat
1627,Quentin Pacher,Vital Concept - B&B Hotels,1992-01-06,France,1.79,63.0,quentin-pacher
1628,Thomas Vaubourzeix,Natura4Ever - Roubaix Lille Métropole,1989-06-16,France,1.78,70.0,thomas-vaubourzeix
1629,Lilian Calmejane,Team Total Direct Energie,1992-12-06,France,1.84,69.0,lilian-calmejane
1630,Marlon Gaillard,noteam,1996-05-09,France,0.0,0.0,marlon-gaillard
1631,Fabien Grellier,Team Total Direct Energie,1994-10-31,France,1.8,64.0,fabien-grellier
1632,Paul Ourselin,Team Total Direct Energie,1994-04-13,France,1.85,70.0,paul-ourselin
1633,Jason Lowndes,noteam,1994-12-14,Australia,1.94,82.0,jason-lowndes
1634,Camille Guerin,noteam,1994-10-02,France,1.78,63.0,camille-guerin
1635,Julien Loubet,noteam,1985-01-11,France,1.8,66.0,julien-loubet
1636,Justin Mottier,Vital Concept - B&B Hotels,1993-09-14,France,1.8,68.0,justin-mottier
1637,Steven Tronet,noteam,1986-10-14,France,1.75,67.0,steven-tronet
1638,Murilo Affonso,noteam,1991-06-19,Brazil,1.75,63.0,murilo-ferraz-affonso
1639,Otavio Bulgarelli,noteam,1984-10-15,Brazil,1.8,69.0,otavio-didier-bulgarelli
1640,Francisco Chamorro,noteam,1981-08-07,Argentina,0.0,0.0,francisco-chamorro
1641,André de Souza Almeida,noteam,1992-12-16,Brazil,0.0,0.0,andre-de-souza-almeida
1642,Alex Diniz,noteam,1985-10-20,Brazil,0.0,0.0,alex-diniz
1643,João Gaspar,noteam,1992-02-19,Brazil,0.0,0.0,joo-gaspar
1644,Gabriel Machado Silva,noteam,1997-05-06,Brazil,1.68,63.0,gabriel-machado-silva
1645,Nathan Mahler,noteam,1996-01-17,Brazil,1.75,63.0,nathan-mahler
1646,Carlos Manarelli,noteam,1989-02-13,Brazil,0.0,0.0,alexandre-carlos-manarelli
1647,Luis Mendonça,Radio Popular Boavista,1986-01-16,Portugal,0.0,0.0,luis-mendonca
1648,Magno Nazaret,Sindicato Empleados Públicos of San Juan,1986-01-17,Brazil,1.72,65.0,magno-prado
1649,Pedro Nicácio,noteam,1981-10-13,Brazil,1.88,72.0,pedro-autran-dourado-dutra-nicacio
1650,Rodrigo Quirino,noteam,1996-04-12,Brazil,0.0,0.0,rodrigo-quirino
1651,Kléber Ramos,noteam,1985-08-24,Brazil,1.67,65.0,kleber-ramos
1652,Wilson Ramiro Rincon Diaz,noteam,1987-03-17,Colombia,1.77,61.0,wilson-ramiro-rincon
1653,Flavio Cardoso Santos,noteam,1980-10-12,Brazil,0.0,0.0,flavio-cardoso
1654,Roberto Pinheiro Silva,noteam,1983-01-09,Brazil,0.0,0.0,roberto-pinheiro-silva
1655,Aleksey Rybalkin,Gazprom-RusVelo,1993-11-16,Russia,0.0,0.0,aleksey-rybalkin
1656,Evgeny Shalunov,Gazprom-RusVelo,1992-01-08,Russia,1.8,70.0,evgeny-shalunov
1657,Kirill Sveshnikov,Lokosphinx,1992-02-10,Russia,1.82,0.0,kirill-sveshnikov
1658,Aydar Zakarin,noteam,1994-04-19,Russia,1.87,65.0,aydar-zakarin
1659,Nicola Bagioli,Nippo Vini Fantini Faizanè,1995-02-19,Italy,0.0,0.0,nicola-bagioli
1660,David Gaona,noteam,1997-03-02,Mexico,0.0,0.0,david-gaona
1661,Marino Kobayashi,Giotti Victoria - Palomar,1994-07-01,Japan,0.0,0.0,marino-kobayashi
1662,Yuma Koishi,Team UKYO,1993-09-15,Japan,1.75,62.0,yuma-koishi
1663,Kazushige Kuboki,Team Bridgestone Cycling,1989-06-06,Japan,1.73,68.0,kazushige-kuboki
1664,Yanto Barker,noteam,1980-01-06,Great Britain,1.82,0.0,yanto-barker
1665,Tom Baylis,noteam,1996-01-03,Great Britain,0.0,0.0,tom-baylis
1666,Marcin Białobłocki,noteam,1983-09-02,Poland,1.97,79.0,marcin-bialoblocki
1667,Richard Handley,Madison Genesis ,1990-09-01,Great Britain,0.0,0.0,richard-handley
1668,George Harper,noteam,1992-07-10,Great Britain,0.0,0.0,george-harper
1669,Kristian House,noteam,1979-10-06,Great Britain,0.0,0.0,kristian-house
1670,Joshua Hunt,noteam,1991-04-03,Great Britain,0.0,0.0,joshua-hunt
1671,Hayden Mccormick,Team BridgeLane,1994-01-01,New Zealand,1.82,72.5,hayden-mccormick
1672,Chris Opie,noteam,1987-07-22,Great Britain,0.0,0.0,chris-opie
1673,James Oram,Mitchelton - BikeExchange,1993-06-17,New Zealand,0.0,0.0,james-oram
1674,Samuel Williams,noteam,1994-03-18,Great Britain,0.0,0.0,sam-williams
1675,Peter Williams,SwiftCarbon Pro Cycling,1986-12-13,Great Britain,0.0,0.0,peter-williams-1
1676,Moritz Backofen,noteam,1995-03-21,Germany,1.76,62.0,moritz-backofen
1677,Lennard Kämna,Team Sunweb,1996-09-09,Germany,1.81,65.0,lennard-kamna
1678,Alexander Kamp,Riwal Readynez Cycling Team,1993-12-14,Denmark,0.0,0.0,alexander-kamp
1679,Thomas Koep,noteam,1990-09-15,Germany,1.89,78.0,thomas-koep
1680,Sven Reutter,noteam,1996-08-13,Germany,1.8,72.0,sven-reutter
1681,Jonas Tenbrock,noteam,1995-12-16,Germany,1.92,74.0,jonas-tenbrock
1682,Alexander Weifenbach,noteam,1990-12-02,Germany,0.0,0.0,alexander-weifenbach
1683,Willi Willwohl,noteam,1994-08-31,Germany,1.8,67.0,willi-willwohl
1684,Mehdi Benhamouda,Team Novo Nordisk,1995-01-02,France,1.73,0.0,mehdi-benhamouda
1685,Quentin Valognes,noteam,1996-06-19,France,1.75,0.0,quentin-valognes
1686,Rik van IJzendoorn,noteam,1987-08-22,Netherlands,1.76,0.0,rik-van-ijzendoorn
1687,Valentin Baillifard,noteam,1993-12-25,Switzerland,1.69,54.0,valentin-baillifard
1688,Nicolas Baldo,St Michel - Auber93,1984-06-10,France,0.0,0.0,nicolas-baldo
1689,David Belda,noteam,1983-03-18,Spain,1.63,53.0,david-belda
1690,Nico Brüngger,noteam,1988-11-02,Switzerland,1.76,62.0,nico-brungger
1691,Alberto Cecchin,noteam,1989-08-08,Italy,0.0,0.0,alberto-cecchin
1692,Marco D'Urbano,noteam,1991-08-15,Italy,0.0,0.0,marco-d-urbano
1693,Lucas Manuel Gaday,noteam,1993-02-20,Argentina,0.0,0.0,lucas-manuel-gaday
1694,Lukas Jaun,noteam,1991-07-29,Switzerland,1.8,66.0,lukas-jaun
1695,Tristan Marguet,noteam,1987-08-22,Switzerland,0.0,0.0,tristan-marguet
1696,Dylan Page,IAM Excelsior,1993-11-05,Switzerland,1.75,64.0,dylan-page
1697,Frank Pasche,noteam,1993-03-19,Switzerland,0.0,0.0,frank-pache
1698,Colin Stüssi,Team Vorarlberg Santic,1993-06-04,Switzerland,1.87,68.0,colin-stussi
1699,Roland Thalmann,Team Vorarlberg Santic,1993-08-05,Switzerland,1.78,62.0,roland-thalmann
1700,Nicola Toffali,Sporting Clube de Portugal/Tavira,1992-10-20,Italy,1.86,75.0,nicola-toffali
1701,Giacomo Tomio,noteam,1995-07-06,Italy,0.0,0.0,giacomo-tomio
1702,Rino Zampilli,noteam,1984-03-07,Italy,0.0,0.0,rino-zampilli
1703,Aimé De Gendt,Wanty - Gobert Cycling Team,1994-06-17,Belgium,1.82,75.0,aime-de-gendt
1704,Maxime Farazijn,noteam,1994-06-02,Belgium,1.83,73.5,maxime-farazijn
1705,Ruben Pols,noteam,1994-11-03,Belgium,1.78,0.0,ruben-pols
1706,Daniel Eaton,noteam,1993-07-04,United States,0.0,0.0,daniel-eaton
1707,Daniel Jaramillo,noteam,1991-01-15,Colombia,1.75,63.0,daniel-alexander-jaramillo-diez
1708,Ty Magner,Rally UHC Cycling,1991-05-03,United States,0.0,0.0,ty-magner
1709,Stanislaw Aniolkowski,CCC Development Team,1997-01-20,Poland,1.81,68.0,stanisaw-aniolkowski
1710,Adrian Banaszek,Voster ATS Team,1993-10-21,Poland,1.85,79.0,adrian-banaszek
1711,Norbert Banaszek,Team Hurom,1997-06-18,Poland,0.0,0.0,norbert-banaszek
1712,Paweł Bernas,CCC Team,1990-05-24,Poland,1.9,77.0,pawel-bernas
1713,Łukasz Bodnar,noteam,1982-05-10,Poland,1.76,68.0,lukasz-bodnar
1714,Paweł Cieślik,Wibatech Merx 7R,1986-04-12,Poland,1.76,63.0,pawel-cieslik
1715,Paweł Franczak,Voster ATS Team,1991-10-07,Poland,1.78,63.0,pawel-franczak
1716,Kamil Gradek,CCC Team,1990-09-17,Poland,1.94,80.0,kamil-gradek
1717,Jonas Koch,CCC Team,1993-06-25,Germany,1.87,75.0,jonas-koch
1718,Michał Podlaski,Wibatech Merx 7R,1988-05-13,Poland,1.78,68.0,michal-podlaski
1719,Jiří Polnický,noteam,1989-12-16,Czech Republic,1.83,68.0,jiri-polnicky
1720,Adam Stachowiak,Voster ATS Team,1989-07-10,Poland,1.76,64.0,adam-stachowiak
1721,Daniel Staniszewski,noteam,1997-05-05,Poland,0.0,0.0,daniel-staniszewski
1722,Jenthe Biermans,Team Katusha Alpecin,1995-10-30,Belgium,1.84,78.0,jenthe-biermans
1723,Dimitri Claeys,"Cofidis, Solutions Crédits",1987-06-18,Belgium,1.89,77.0,dimitri-claeys
1724,Antoine Demoitie,noteam,1990-10-16,Belgium,0.0,0.0,antoine-demoitie
1725,Mark McNally,noteam,1989-07-20,Great Britain,1.86,72.0,mark-mcnally
1726,Miles Scotson,Groupama - FDJ,1994-01-18,Australia,1.89,74.0,miles-scotson
1727,Johnatan Cañaveral,Coldeportes Bicicletas Strongman,1996-11-02,Colombia,0.0,0.0,johnatan-canaveral
1728,Matteo Draperi,noteam,1991-01-17,Italy,0.0,0.0,matteo-draperi
1729,Gilbert Ducournau,noteam,1992-09-25,Venezuela,0.0,0.0,gilbert-ducornau
1730,Xuban Errazkin,Vito-Feirense-Pnb,1996-08-25,Spain,0.0,0.0,xuban-errazkin-perez
1731,Cristian Raileanu,Team Sapura Cycling,1993-01-24,Moldova,1.76,63.0,cristian-raileanu
1732,Mirko Trosino,noteam,1992-10-19,Italy,0.0,0.0,mirko-trosino
1733,Rudy Barbier,Israel Cycling Academy,1992-12-18,France,1.79,0.0,rudy-barbier
1734,Aurélien Doleatto,Team Arkéa Samsic,1997-03-20,France,1.8,61.0,aurelien-doleatto
1735,Julien Duval,AG2R La Mondiale,1990-05-27,France,1.79,68.0,julien-duval
1736,Kevin Geniets,Groupama - FDJ,1997-01-09,Luxembourg,1.93,70.0,kevin-geniets
1737,Nans Peters,AG2R La Mondiale,1994-03-12,France,1.77,72.0,nans-peters
1738,Clément Russo,Team Arkéa Samsic,1995-01-20,France,1.86,73.0,clement-russo
1739,Yevgeniy Gidich,Astana Pro Team,1996-05-19,Kazakhstan,1.79,69.0,yevgeniy-gidich
1740,Truls Engen Korsæth,noteam,1993-09-16,Norway,1.86,84.0,truls-korsaeth
1741,Karl Patrick Lauk,Equipe continentale Groupama-FDJ,1997-01-09,Estonia,1.73,69.0,karl-patrick-lauk
